label,url,brand,name,skin_type,spf,concern,concern2,concern3,key_ingredient,formulation,image
foundation,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---345c/15693966/buy,ANASTASIA BEVERLY HILLS,Luminous Foundation - 345C,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-invisible-finish-foundation---02-25ml/55239/buy,Lakme,Invisible Finish Foundation - 02 25ml,All,Below 15,Waterproof,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-cosmetics-ace-of-face-foundation-stick-42-glace-12-g/11209956/buy,SUGAR,Cosmetics Ace Of Face Foundation Stick 42 Glace 12 g,All,,Waterproof,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-fast-base-stick-foundation---f8-62g/4426702/buy,Makeup Revolution London,Makeup Revolution Fast Base Stick Foundation - F8 6.2g,All,,,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9-to-5-primer--matte-perfect-cover-foundation---warm-sand-w160-25-ml/10792570/buy,Lakme,9 To 5 Primer & Matte Perfect Cover Foundation - Warm Sand W160 25 ml,All,Between 15-30,Uneven Texture,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-weightless-matte-finish-mini-foundation-beige-03-18ml/13263540/buy,FACES CANADA,Weightless Matte Finish Mini Foundation Beige 03 18ml,All,,Fine Lines and Wrinkles,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---fs45/15323214/buy,Miss Claire,Professional Stick Foundation - FS45,All,,Acne or Blemishes,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-hd-runway-ready-foundation-almond-beige-06-30ml/14254358/buy,FACES CANADA,Ultime Pro Hd Runway Ready Foundation Almond Beige 06 30ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-absolute-mattreal-skin-natural-mousse---almond-honey-06-25g/153905/buy,Lakme,Absolute Mattreal Skin Natural Mousse - Almond Honey 06 25g,All,Below 15,Brightening,,,,Mousse,
foundation,https://www.myntra.com/foundation-and-primer/iba/iba-women-must-have-waterproof-liquid-foundation-pure-ivory/15753868/buy,Iba,Women Must Have Waterproof Liquid Foundation Pure Ivory,All,,Fine Lines and Wrinkles,,,Vitamin E,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9to5--primer-and-matte-perfect-cover-foundation---cool-tan-c280-25-ml/10792524/buy,Lakme,9To5 Primer And Matte Perfect Cover Foundation - Cool Tan C280 25 ml,All,Between 15-30,Uneven Texture,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-weightless-matte-finish-mini-foundation-natural-02-18ml/14254364/buy,FACES CANADA,Weightless Matte Finish Mini Foundation Natural 02 18ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-weightless-matte-finish-foundation-natural-02-18ml/11488650/buy,FACES CANADA,Weightless Matte Finish Foundation Natural 02 18ml,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-true-match-super-blendable-liquid-foundation---honey-n6-30-ml/1546331/buy,LOreal,Paris True Match Super Blendable Liquid Foundation - Honey N6 30 ml,All,Between 15-30,Uneven Texture,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-set-of-rouge-signature-liquid-lip-ink-114--true-match-liquid-foundation---n1/15733878/buy,LOreal,Paris Set Of Rouge Signature Liquid Lip Ink-114 & True Match Liquid Foundation - N1,All,Between 15-30,Uneven Texture,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---303/15323210/buy,Miss Claire,Professional Stick Foundation - 303,All,,Acne or Blemishes,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-mini-skin-long-wear-weightless-foundation---porcelain-13ml/13153458/buy,Bobbi Brown,Mini Skin Long Wear Weightless Foundation - Porcelain 13ml,All,Between 15-30,Oil Control,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-second-skin-foundation---ivory-01-30ml/7280631/buy,FACES CANADA,Ultime Pro Second Skin Foundation Ivory 01 30ml,All,Between 15-30,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-fluid-foundation-with-spf-15---nc20-30ml/9588649/buy,M.A.C,Studio Fix Fluid Foundation with SPF 15 - NC20 30ml,All,Between 15-30,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---210n/15693960/buy,ANASTASIA BEVERLY HILLS,Luminous Foundation - 210N,All,,Uneven Texture,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/daily-life-forever52/daily-life-forever52-ultra-definition-liquid-foundation--honey-30-ml/11632394/buy,,,All,,,,,,,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9to5-primer--matte-perfect-cover-foundation---warm-beige-w240-25-ml/10792572/buy,,,All,,,,,,,
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-fair-golden-undertone-24hr-foundation-07-vanilla-latte-25-ml/14534450/buy,SUGAR,Rage For Coverage Fair Golden Undertone 24Hr Foundation 07 Vanilla Latte 25 ml,All,,Pore Minimizing and Blurring,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-weightless-foundation-with-spf-15---porcelain-n-0120/9682835/buy,Bobbi Brown,Skin Long-Wear Weightless Foundation with SPF 15 - Porcelain N-012/0,All,Between 15-30,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-hd-liquid-foundation---23-30ml/8118641/buy,PAC,HD Liquid Foundation - 2.3 30ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-skin-perfect-spf-60-foundation---silken-glow-015-30ml/9449631/buy,Colorbar,Skin Perfect SPF 60 Foundation - Silken Glow 015 30ml,All,Above 30,Dullness,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-set-of-foundation--concealer/11095452/buy,Maybelline,Set Of Foundation & Concealer,All,,Oil Control,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9-to-5-primer--matte-perfect-cover-foundation---cool-ivory-c100-25-ml/10792538/buy,Lakme,9 To 5 Primer & Matte Perfect Cover Foundation - Cool Ivory C100 25 ml,All,Between 15-30,Uneven Texture,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---fs28/15323228/buy,Miss Claire,Professional Stick Foundation - FS28,All,,Acne or Blemishes,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-weightless-foundation-with-spf-15---sand-n-0322-30ml/9682855/buy,Bobbi Brown,Skin Long-Wear Weightless Foundation with SPF 15 - Sand (N-032/2) 30ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-skin-perfect-foundation-with-spf-60---nude-glow-003/7035299/buy,Colorbar,Skin Perfect Foundation with SPF 60 - Nude Glow 003,All,Above 30,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-powder-plus-foundation---nc30-15g/9590763/buy,M.A.C,Studio Fix Powder Plus Foundation - NC30 15g,All,,,,,,Powder,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-mini-skin-long-wear-weightless-foundation---warm-beige/13153464/buy,Bobbi Brown,Mini Skin Long Wear Weightless Foundation - Warm Beige,All,Between 15-30,Oil Control,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/daily-life-forever52/daily-life-forever52-ultra-definition-liquid-foundation--sundae-30-ml/11632388/buy,Daily Life Forever52,Ultra Definition Liquid Foundation- Sundae 30 ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-makeup-with-spf-10---sand-1w2-15ml/10363583/buy,Estee Lauder,Double Wear Stay-In-Place Makeup with SPF 10 - Sand 1W2 15ml,All,Below 15,Dark Spots,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-weightless-foundation-spf-15---golden-natural-w-058475-30ml/9682859/buy,Bobbi Brown,Skin Long-Wear Weightless Foundation SPF 15 - Golden Natural (W-058/4.75) 30ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---fs40/15323208/buy,Miss Claire,Professional Stick Foundation - FS40,All,,Acne or Blemishes,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-absolute-argan-oil-spf-45-serum-foundation---rose-silk-15ml/2029034/buy,Lakme,Absolute Argan Oil SPF 45 Serum Foundation - Rose Silk 15ml,All,Above 30,Dryness,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-fit-me-matte--poreless-liquid-foundation-and-concealer-set/14464736/buy,Maybelline,New York Fit Me Matte + Poreless Liquid Foundation and Concealer Set,All,Between 15-30,Oil Control,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-spf-15-fluid-foundation---nc35-30ml/9590489/buy,M.A.C,Studio Fix SPF 15 Fluid Foundation - NC35 30ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9-to-5-beige-caramel-weightless-mousse-foundation-03/1142797/buy,Lakme,9 to 5 Beige Caramel Weightless Mousse Foundation 03,All,,Dark Spots,,,,Mousse,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-weightless-foundation-with-spf-15---honey-w-0645-30ml/9682867/buy,Bobbi Brown,Skin Long-Wear Weightless Foundation with SPF 15 - Honey (W-064/5) 30ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-powder-plus-foundation---nc41-15g/9588685/buy,M.A.C,Studio Fix Powder Plus Foundation - NC41 15g,All,,,,,,Powder,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-invisible-finish-foundation---04/55238/buy,Lakme,Invisible Finish Foundation - 04,All,Below 15,Waterproof,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-prestige-stick-foundation---fs38/14274544/buy,Miss Claire,Prestige Stick Foundation - FS38,All,,Dark Spots,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-cosmetics-ace-of-face-foundation-stick-32-cortado-12-g/11209964/buy,SUGAR,Cosmetics Ace Of Face Foundation Stick 32 Cortado 12 g,All,,Waterproof,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-powder-plus-foundation---nc45-15g/9588655/buy,M.A.C,Studio Fix Powder Plus Foundation - NC45 15g,All,,,,,,Powder,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-weightless-foundation-spf-15---natural-tan-n-054425-30ml/9682853/buy,Bobbi Brown,Skin Long-wear Weightless Foundation SPF 15 - Natural Tan (N-054/4.25) 30ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-fast-base-stick-foundation---f10-62g/4426704/buy,Makeup Revolution London,Fast Base Stick Foundation - F10 6.2g,All,,,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-second-skin-foundation---natural-02-30ml/7280633/buy,FACES CANADA,Ultime Pro Second Skin Foundation Natural 02 30ml,All,Between 15-30,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-powder-plus-foundation---nc42-15g/9588519/buy,M.A.C,Studio Fix Powder Plus Foundation - NC42 15g,All,,,,,,Powder,
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-cosmetics-ace-of-face-foundation-stick-03-chococcino-/2474206/buy,SUGAR,Cosmetics Ace Of Face Foundation Stick 03 Chococcino,All,,Waterproof,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-fluid-broad-spectrum-foundation-with-spf-15---nc12-30-ml/9589989/buy,M.A.C,Studio Fix Fluid Broad Spectrum Foundation with SPF 15 - NC12 30 ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-foundation-stick---35-warm-beige-9-g/9589167/buy,Bobbi Brown,Skin Foundation Stick - 3.5 Warm Beige 9 g,All,,,,,,,
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-set-of-fit-me-foundation-and-concealer-with-colossal-liner--hypercurl-mascara/14465756/buy,Maybelline,Set Of Fit Me Foundation and Concealer with Colossal Liner & Hypercurl Mascara,All,,Oil Control,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-light-warm-undertone-24hr-foundation-10-latte-25ml/14534468/buy,SUGAR,Rage For Coverage Light Warm Undertone 24Hr Foundation 10 Latte 25ml,All,,Pore Minimizing and Blurring,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-45-hd-liquid-foundation-30-ml/8118645/buy,PAC,4.5 HD Liquid Foundation 30 ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-mini-studio-fix-fluid-foundation---nc45/14786514/buy,M.A.C,Mini Studio Fix Fluid Foundation - NC45,All,Between 15-30,Sun Protection,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-spf-10-makeup-liquid-foundation---tawny-3w1-15-ml/10363575/buy,Estee Lauder,Double Wear Stay-In-Place SPF 10 Makeup Liquid Foundation - Tawny 3W1 15 ml,All,Below 15,Dark Spots,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-vitamin-enriched-face-base-15-ml/2153699/buy,Bobbi Brown,Vitamin Enriched Face Base 15 ml,All,,Dryness,,,Vitamin E,Cream,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-set-of-two-9-to-5-beige-vanilla-weightless-mousse-foundation-02/7480246/buy,Lakme,Set of two 9 to 5 Beige Vanilla Weightless Mousse Foundation 02,All,,Dark Spots,,,,Mousse,
foundation,https://www.myntra.com/foundation-and-primer/clinique/clinique-even-better-makeup-broad-spectrum-with-spf-15---cn-ivory-30ml/9588797/buy,Clinique,Even Better Makeup Broad Spectrum with SPF 15 - CN Ivory 30ml,All,,Dark Spots,,,Vitamin C,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-fluid-broad-spectrum-foundation-with-spf-15---nc18-30ml/9590329/buy,M.A.C,Studio Fix Fluid Broad Spectrum Foundation with SPF 15 - NC18 30ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infCombinationible-24h-matte-cover-foundation---natural-buff-103/11527728/buy,LOreal,Paris InfCombinationible 24H Matte Cover Foundation - Natural Buff 103,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-makeup-foundation-with-spf-10---warm-porcelain-30ml/9590005/buy,Estee Lauder,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Warm Porcelain 30ml,All,Below 15,Dark Spots,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-foundation-stick---55-warm-honey-9-g/9590319/buy,Bobbi Brown,Skin Foundation Stick - 5.5 Warm Honey 9 g,All,,,,,,,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infCombinationible-24h-fresh-wear-foundation---radiant-sand-250-30ml/8987481/buy,LOreal,L'Oreal Paris InfCombinationible 24H Fresh Wear Foundation - Radiant Sand 250 30ml,All,Between 15-30,Waterproof,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9to5-primer--matte-perfect-cover-foundation---neutral-honey-n260-25-ml/10792504/buy,Lakme,9To5 Primer & Matte Perfect Cover Foundation - Neutral Honey N260 25 ml,All,Between 15-30,Uneven Texture,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/iba/iba-women-must-have-waterproof-liquid-foundation---golden-sand-30-ml-/15753866/buy,Iba,Women Must Have Waterproof Liquid Foundation - Golden Sand 30 ml,All,,,,,Vitamin E,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/daily-life-forever52/daily-life-forever52-ultra-definition-liquid-foundation---cheesecake-30-ml/11632392/buy,Daily Life Forever52,Ultra Definition Liquid Foundation - Cheesecake 30 ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-true-match-super-blendable-liquid-foundation---rose-beige-r3c3k3-30-ml/1546330/buy,LOreal,Paris True Match Super-Blendable Liquid Foundation - Rose Beige R3C3K3 30 ml,All,Between 15-30,Uneven Texture,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-primer-plus-mattifier-40ml/9590081/buy,Bobbi Brown,Primer Plus Mattifier 40ml,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-set-of-foundation--concealer/11095450/buy,Maybelline,Set Of Foundation & Concealer,All,,Oil Control,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/iba/iba-must-have-waterproof-liquid-foundation---medium-beige-30-ml/15753870/buy,Iba,Must Have Waterproof Liquid Foundation - Medium Beige 30 ml,All,,,,,Vitamin E,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-makeup-with-spf-10---rattan-2w2-15ml/10363595/buy,Estee Lauder,Double Wear Stay-In-Place Makeup with SPF 10 - Rattan 2W2 15ml,All,Below 15,Dark Spots,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-amino-radiant-skin-foundation---rose-mild-004-15-g/1884781/buy,Colorbar,Amino Radiant Skin Foundation - Rose Mild 004 15 g,All,,Dark Spots,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-ace-of-face-foundation-stick---15-cappuccino---light---cool-undertone/11209978/buy,SUGAR,Ace of Face Foundation Stick - 15 Cappuccino - Light - Cool Undertone,All,,Waterproof,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-hello-happy-velvet-powder-foundation---medium-tan-neutral-7/14411294/buy,Benefit Cosmetics,Hello Happy Velvet Powder Foundation - Medium-Tan Neutral 7,All,,Dark Spots,,,,Powder,
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-powder-plus-foundation---nc35-15g/9589899/buy,M.A.C,Studio Fix Powder Plus Foundation - NC35 15g,All,,,,,,Powder,
foundation,https://www.myntra.com/foundation-and-primer/wet-n-wild/wet-n-wild-sustainable-photo-focus-foundation---nude-ivory-e363c/4425731/buy,Wet n Wild,Sustainable Photo Focus Foundation - Nude Ivory E363C,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-cosmetics-ace-of-face-foundation-stick-52-corretto-12-g/11209960/buy,SUGAR,Cosmetics Ace Of Face Foundation Stick 52 Corretto 12 g,All,,Fine Lines and Wrinkles,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9to5-primer--matte-perfect-cover-foundation---warm-caramel-w320-25-ml/10792564/buy,Lakme,9To5 Primer & Matte Perfect Cover Foundation - Warm Caramel W320 25 ml,All,Between 15-30,Uneven Texture,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-spf15-fluid-foundation---nc42-30ml/9590669/buy,M.A.C,Studio Fix SPF15 Fluid Foundation - NC42 30ml,All,Between 15-30,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-hello-happy-spf-20-natural-matte-air-stick-foundation---04/14411432/buy,Benefit Cosmetics,Hello Happy SPF 20 Natural Matte Air Stick Foundation - 04,All,Between 15-30,Sun Protection,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/daily-life-forever52/daily-life-forever52-ultra-definition-liquid-foundation-milk-cake-30-ml/11632390/buy,Daily Life Forever52,Ultra Definition Liquid Foundation-Milk Cake 30 ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-everyday-foundation-buff-be-04-/14145662/buy,Miss Claire,Everyday Foundation Buff BE-04,All,,Uneven Texture,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-broad-spectrum-fluid-foundation-with-spf-15---nc25-30ml/9589641/buy,M.A.C,Studio Fix Broad Spectrum Fluid Foundation with SPF 15 - NC25 30ml,All,Between 15-30,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-ace-of-face-foundation-stick-37-freddo-12-g/11209968/buy,SUGAR,Ace Of Face Foundation Stick 37 Freddo 12 g,All,,Waterproof,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-hd-runway-ready-foundation-ivory-01----30ml/14254352/buy,FACES CANADA,Ultime Pro Hd Runway Ready Foundation Ivory 01 30ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefits-cosmetics-hello-happy-air-stick-foundation---09-deep-neutral-warm-85-g/14411286/buy,Benefit Cosmetics,"Benefits Cosmetics Hello Happy Air Stick Foundation - 09 Deep Neutral Warm, 8.5 g",All,,,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-full-coverage-foundation---f105-23-ml/8434365/buy,Makeup Revolution London,Conceal & Define Full Coverage Foundation - F10.5 23 ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-g165-prestige-stick-foundation/14274620/buy,Miss Claire,G165 Prestige Stick Foundation,All,,,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-9to5-primer--matte-spf-20-perfect-cover-foundation---neutral-nude-n200-25ml/10792530/buy,Lakme,9To5 Primer & Matte SPF 20 Perfect Cover Foundation - Neutral Nude N200 25ml,All,Between 15-30,Uneven Texture,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-skin-perfect-foundation-with-spf-60---slick-glow-014-30ml/9449637/buy,Colorbar,Skin Perfect Foundation with SPF 60 - Slick Glow 014 30ml,All,Above 30,Dullness,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-prestige-stick-foundation---fs25/14275012/buy,Miss Claire,Prestige Stick Foundation - FS25,All,,Dark Spots,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-hello-happy-spf-20-matte-air-stick-foundation---07/14411468/buy,Benefit Cosmetics,Hello Happy SPF 20 Matte Air Stick Foundation - 07,All,Between 15-30,Sun Protection,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-medium-golden-undertone-24hr-foundation-32-cortado-25ml/14534466/buy,SUGAR,Rage For Coverage Medium Golden Undertone 24Hr Foundation 32 Cortado 25ml,All,,Pore Minimizing and Blurring,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-mini-skin-long-wear-weightless-foundation---natural/13153460/buy,Bobbi Brown,Mini Skin Long Wear Weightless Foundation - Natural,All,Between 15-30,Oil Control,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-aquafeel-pro-foundation---apple-crunch-05-30-ml/2369023/buy,Colorbar,Aquafeel Pro Foundation - Apple Crunch 05 30 ml,All,,Dark Spots,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-2-cream-colour-ultra-studio-hd-foundation-palette-7g10/8118699/buy,PAC,2 Cream Colour Ultra Studio HD Foundation Palette 7g*10,All,,,,,,Cream,
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-set-of-perfecting-liquid-foundation--radiance-complexion-compact/15059812/buy,Lakme,Set of Perfecting Liquid Foundation & Radiance Complexion Compact,All,,Dark Circles,,,Vitamin E,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefits-cosmetics-hello-happy-air-stick-foundation---08-tan-warm-85-g/14411414/buy,Benefit Cosmetics,"Benefits Cosmetics Hello Happy Air Stick Foundation - 08 Tan Warm, 8.5 g",All,,,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-full-coverage-foundation---f7-23-ml/8434363/buy,Makeup Revolution London,Conceal & Define Full Coverage Foundation - F7 23 ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-31-hd-liquid-foundation-30-ml/8118531/buy,PAC,3.1 HD Liquid Foundation 30 ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-fs46-professional-stick-foundation/14274918/buy,Miss Claire,FS46 Professional Stick Foundation,All,,,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-full-coverage-foundation---f6-23-ml/8434335/buy,Makeup Revolution London,Conceal & Define Full Coverage Foundation - F6 23 ml,All,,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-true-match-super-blendable-liquid-foundation---rose-vanilla-2r2c2k-30-ml/1546336/buy,LOreal,Paris True Match Super Blendable Liquid Foundation - Rose Vanilla 2R2C2K 30 ml,All,Between 15-30,Uneven Texture,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-hello-happy-air-stick-foundation---light-warm-2/14411346/buy,Benefit Cosmetics,Hello Happy Air Stick Foundation - Light Warm 2,All,Between 15-30,Dark Spots,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-spf-15-fluid-foundation---nc30-30ml/9588993/buy,M.A.C,Studio Fix SPF 15 Fluid Foundation - NC30 30ml,All,Between 15-30,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-ace-of-face-foundation-stick-25-macchiato-12-g/11209974/buy,SUGAR,Ace Of Face Foundation Stick 25 Macchiato 12 g,All,,Waterproof,,,,Stick,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infCombinationible-24h-matte-cover-liquid-foundation---radiant-sand-250/13701850/buy,LOreal,Paris InfCombinationible 24h Matte Cover Liquid Foundation - Radiant Sand 250,All,Between 15-30,Waterproof,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-fluid-spf-15-foundation---nc15-30ml/9589047/buy,M.A.C,Studio Fix Fluid SPF 15 Foundation - NC15 30ml,All,Between 15-30,,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-foundation---f55-23-ml/14972444/buy,Makeup Revolution London,Conceal & Define Foundation - F5.5 23 ml,All,,Brightening,,,,Liquid,
foundation,https://www.myntra.com/foundation-and-primer/benefit-cosmetics/benefit-cosmetics-hello-happy-velvet-powder-foundation---05/14411392/buy,Benefit Cosmetics,Hello Happy Velvet Powder Foundation - 05,All,,,,,,Powder,
